INV;TYCYO;;1214554;600000000;677340000;2023-08-09;;2025-02-09;2;ON TOYOTA CL 32;45697;MAT2;ARTCFA5600T4;032;;;
TRD;TYCYO;;1210013;300000000;340181923.5;2023-08-09;;2025-02-09;2;ON TOYOTA CL 32;45697;MAT2;ARTCFA5600T4;032;;;
INV;MDSVS;;1210161;975334666;617289310.11;2023-06-21;;2025-06-21;2;TD MDZ SVS;45829;MAT2;ARPMZA320142;032;;;
ALC;TG25C;;1210447;48000000000;148315200000;2023-05-23;;2025-08-23;2;BONTE 25;45892;MAT2;ARARGE320DS6;032;;;
INV;TN61O;;1214540;2000000000;2285400000;2024-02-05;;2026-02-05;2;ON TN CL61;46058;MAT2;AR0450692584;032;;;
TRD;TN61O;;1210013;400000000;448320000;2024-02-05;;2026-02-05;2;ON TN CL61;46058;MAT2;AR0450692584;032;;;
INV;TYCXO;;1214554;500000000;523400000;2023-06-07;;2025-03-07;2;ON TOYOTA CL 31;45723;MAT2;ARTCFA5600S6;032;;;
TRD;T5X4;;1210005;16000000;60739310.24;2023-06-13;;2024-12-13;1;T5X4;45639;MAT2;ARARGE320DV0;032;;;
ALC;BPOC7;;12583022;4160259.0;2901101.44;2024-02-28;;2027-10-31;2;BOPREAL S 1C;46691;MAT2;AR0763285209;840;;;
ALC;BPOA7;;12583022;2773506.0;2440487.97;2024-02-28;;2027-10-31;2;BOPREAL S 1A;46691;MAT2;AR0684877571;840;;;
INV;MC49T;;1214569;800000000;813840000;2023-09-21;;2024-07-17;2;MC49T;45490;MAT2;ARMUCO5201B4;032;;;
INV;GN40O;;1257602;2173525.0;2257857.77;2023-07-14;;2025-07-14;2;ON GENNIA 40;45852;MAT2;AREMGA5600S5;840;;;
INV;BVCEO;;1214568;200000000;204720000;2023-06-16;;2024-06-16;2;ON BST CL13;45459;MAT2;ARBSTR5602E1;032;;;
INV;CS41O;;1214566;415680000;515526336;2023-04-04;;2024-10-04;2;CS41O;45569;MAT2;ARCRES5600Y3;032;;;
TRD;CS41O;;1210013;265680000;330365366.25;2023-04-04;;2024-10-04;2;CS41O;45569;MAT2;ARCRES5600Y3;032;;;
ALC;T4X5P;;1210175;3000000000;5362800000;2023-11-23;;2025-05-23;2;BONCER TEMATICO;45800;MAT2;AR0281825940;032;;;
ALC;N13M4;;1210408;1800373019457;1676399333337.19;2023-09-13;;2024-03-13;2;N13M4;45364;MAT2;AR0000N13M4;032;;;
TRD;DA24C;;1210086;36214.0;30238690;2023-04-28;;2024-04-30;1;B DUAL 30/04/24;45412;MAT2;ARARGE320DO5;032;;;
ALC;BNCRO;;1411299;3000000000;3009000000;2024-02-28;;2024-08-28;2;ON STDR C26 $;45532;MAT2;AR0368367741;032;;;
INV;BAL25;;1214545;3200000000;3241280000;2024-03-21;;2025-03-16;2;LT MUNI CORDOBA;45732;MAT2;AR0213780296;032;;;
TRD;BAL25;;1210005;500000000;507766203;2024-03-21;;2025-03-16;2;LT MUNI CORDOBA;45732;MAT2;AR0213780296;032;;;
TRD;TZX28;;1210005;290000000;436450000;2024-02-01;;2028-06-30;1;BONCER V30/6/28;46934;MAT2;AR0404416296;032;;;
TRD;CS43O;;1210013;200000000;233000000;2024-01-17;;2025-01-17;1;ON CRESUD CL43;45674;MAT2;AR0517981244;032;;;
ALC;BPOD7;;12583022;4160259.0;2874380.77;2024-02-28;;2027-10-31;2;BOPREAL S 1D;46691;MAT2;AR0314171247;840;;;
TRD;S31E5;;1210005;630000000;645750000;2024-03-25;;2025-01-31;1;LECAP V31/01/25;45688;MAT2;AR0104841496;032;;;
TRD;S31E5;;3219082;500000000;512500000;2024-03-25;;2025-01-31;1;LECAP V31/01/25;45688;MAT2;AR0104841496;032;;;
ALC;V22N4;;1250581;3081161.0;2641838896.79;2023-11-23;;2024-11-22;2;LEDIV V22/11/24;45618;MAT2;AR0000V22N4;840;;;
ALC;V22N4;;1250581;3081161.0;2641838896.79;2023-11-23;;2024-11-22;2;LEDIV V22/11/24;45618;MAT2;AR0000V22N4;840;;;
TRD;TV25D;;1250433;165597.0;147878121;2023-09-18;;2025-03-31;1;TV25D;45747;MAT2;ARARGE320EC8;840;;;
